Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	Learning_rate	Exploration
29.24167251586914	0	306.7416563835502	48.285479322400235	403.00369368121085	222.22564400828543	200.0	0.0	84.69517	0.0005	1.0
58.22233009338379	1	275.3663174094634	45.828237697077675	360.8273488736204	210.51399834660737	200.0	0.0	9.155273e-07	0.0005	0.991
87.2019875049591	2	302.35264260587144	42.22075847110994	415.220247710549	254.4681757782657	200.0	0.0	-2.5634765e-06	0.0005	0.982
116.10664081573486	3	292.57975422487596	47.461751492747716	380.5933702543448	214.66193152295398	200.0	0.0	-1.4038086e-06	0.0005	0.973
144.76328015327454	4	297.89168880633343	40.61000691967257	372.72430553309533	229.9280811436355	200.0	0.0	5.493164e-07	0.0005	0.964
172.6158730983734	5	311.39886160945247	46.84433971632123	393.43034794489125	237.9517043035391	200.0	0.0	-2.8686522e-06	0.0005	0.955
201.51252579689026	6	319.76852939226785	49.85600099132333	411.5527445649596	237.3860566850114	200.0	0.0	-4.882813e-07	0.0005	0.946
229.31911635398865	7	321.73055623473164	41.80092156642308	401.27453297898074	241.44460634773068	200.0	0.0	-1.0223389e-06	0.0005	0.9369999999999999
256.99169921875	8	328.73251554427236	46.6906547241299	423.34816772409533	205.57338107610013	200.0	0.0	1.8310547e-07	0.0005	0.9279999999999999
285.20631289482117	9	319.0124506847158	39.59855288162067	388.07695967286827	236.1761820114691	200.0	0.0	-1.8310546e-06	0.0005	0.919
313.9679579734802	10	343.0481083863195	45.25971881109139	425.0644065917551	260.3929138836561	200.0	0.0	-2.418518e-06	0.0005	0.91
342.23357462882996	11	342.3260724839921	51.69802683691239	398.8616475716074	218.5932154232014	200.0	0.0	3.479004e-06	0.0005	0.901
370.1051688194275	12	337.9301730048334	36.784255335704906	424.55259566716666	286.01496614963906	200.0	0.0	1.5563965e-06	0.0005	0.892
398.1997756958008	13	362.4166628893935	35.329274307567125	450.17364799070276	294.5039568103095	200.0	0.0	-2.1972655e-06	0.0005	0.883
426.5213956832886	14	345.4491429019432	46.843119504934705	439.44139595549774	283.47160279558454	200.0	0.0	3.0517577e-07	0.0005	0.874
455.41104793548584	15	367.91694790600496	53.15236692207667	471.12185123690443	260.8111962727845	200.0	0.0	-1.7089844e-06	0.0005	0.865
484.4297077655792	16	352.51887592139826	38.70580144969576	409.2791658855808	256.19615466369805	200.0	0.0	-1.5258789e-06	0.0005	0.856
513.6093769073486	17	370.8456470271764	43.12882319399318	466.09230007557255	272.26366009161904	200.0	0.0	-1.613617e-06	0.0005	0.847
542.5900344848633	18	382.18118911126436	57.91759620876679	483.91943421064343	286.4837328896084	200.0	0.0	1.6479493e-06	0.0005	0.838
571.2636744976044	19	385.8798656278605	30.526974832067275	446.3743416155378	326.99805470059107	200.0	0.0	-9.2315673e-07	0.0005	0.829
600.7893631458282	20	385.71109328986677	43.655055963563186	468.6869875803353	316.58073831612313	200.0	0.0	-2.1362305e-06	0.0005	0.82
629.5190064907074	21	378.45061792855574	49.60808709964854	487.98848531005075	295.34581368444054	200.0	0.0	1.5869141e-06	0.0005	0.8109999999999999
658.5456666946411	22	392.88225528228503	48.81602679243241	502.5749440351878	290.59412145940905	200.0	0.0	3.6010742e-06	0.0005	0.802
687.6543316841125	23	406.4737518233642	37.907254753264276	498.0335385943076	356.3400172862077	200.0	0.0	3.2958985e-06	0.0005	0.7929999999999999
716.7309947013855	24	391.5276118185515	43.1708955670597	505.6941631071292	304.6998113799924	200.0	0.0	6.713867e-07	0.0005	0.784
745.6316478252411	25	396.3943178294307	40.632545671673874	493.75376772667596	321.0778610466648	200.0	0.0	-2.2583008e-06	0.0005	0.775
774.9263231754303	26	409.24512705225754	53.38671418617214	494.6161258041042	310.8335617452391	200.0	0.0	-2.4414062e-06	0.0005	0.766
804.0289878845215	27	409.6665046560449	43.728473628615795	476.5155786721318	315.46166326311373	200.0	0.0	-3.6621094e-07	0.0005	0.757
833.1456532478333	28	375.83240687704404	36.02892404472581	444.96966048341636	314.19807358211665	200.0	0.0	2.9907226e-06	0.0005	0.748
862.3603241443634	29	388.3791889532149	43.30660813788962	483.4175998888952	309.8988850612693	200.0	0.0	2.8915406e-06	0.0005	0.739
892.1220264434814	30	395.56005973176576	45.52181444726472	466.7107196319937	283.0411626448308	200.0	0.0	-2.5024415e-06	0.0005	0.73
921.5887117385864	31	412.24348617583973	39.6785834549063	504.78413045985553	340.6405601928718	200.0	0.0	-2.3193359e-06	0.0005	0.721
951.7544372081757	32	400.19433343030727	54.48429300955962	530.585199180887	307.98527670385886	200.0	0.0	-2.746582e-07	0.0005	0.712
981.8581590652466	33	385.4504944826983	47.4091660190615	464.6593843214097	294.0195066298561	200.0	0.0	-2.1972655e-06	0.0005	0.703
1011.2248387336731	34	390.5994682138879	51.897740490321056	493.87455707773324	298.5862093393832	200.0	0.0	1.1291504e-06	0.0005	0.694
1040.6355211734772	35	407.93263560891114	44.879393567254255	508.8219800309336	321.0063630832212	200.0	0.0	-3.6621094e-07	0.0005	0.685
1071.0682616233826	36	402.52834751052814	46.96502474416477	541.664569074723	332.68367171161754	200.0	0.0	2.4414062e-06	0.0005	0.6759999999999999
1101.890994310379	37	421.8720941931554	39.870102164344175	487.3412215447853	361.0590530239166	200.0	0.0	-1.5869141e-06	0.0005	0.667
1131.2956762313843	38	415.29506443116134	47.426619624886904	494.90339455476084	337.9173627406078	200.0	0.0	-2.7389526e-06	0.0005	0.6579999999999999
1161.378396987915	39	426.84848066754085	56.47898339760018	527.393754000244	307.4134654377368	200.0	0.0	-3.2958985e-06	0.0005	0.649
1191.7137093544006	40	414.66104583497764	55.87681424172968	538.9059616911852	280.32460548041666	200.0	0.0	-1.739502e-06	0.0005	0.6399999999999999
1221.8604338169098	41	402.39259890546685	56.71627958655658	517.0842962964107	319.32142024028724	200.0	0.0	3.051758e-08	0.0005	0.631
1251.477127790451	42	427.5555939308427	50.31317596787829	536.9834774920866	331.3437286602743	200.0	0.0	1.5258789e-07	0.0005	0.622
