Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	Learning_rate	Exploration
45.224586486816406	0	428.63891988231364	62.19185804729261	530.0219126545719	300.91840549000347	250.0	0.0	104.965065	0.005	1.0
90.3141655921936	1	415.4327557128186	71.78822082354002	544.3531474466841	281.2542407569498	250.0	0.0	1.0416667e-06	0.004982	0.9964
135.5617537498474	2	391.9896083350156	76.69326293566571	561.4543818789926	268.71047504128546	250.0	0.0	3.6458334e-06	0.004964	0.9928
180.58932900428772	3	417.27294211160364	67.58190119299674	530.4316321868797	283.7002987872836	250.0	0.0	2.0833334e-06	0.004946	0.9892
226.19493770599365	4	402.66576145317555	72.68688211926472	556.8276723727383	298.1038950185085	250.0	0.0	-2.6041666e-06	0.004928	0.9856
273.04661750793457	5	416.22817612788674	77.01746419377753	568.1776834716981	302.5016944650705	250.0	0.0	-3.6458334e-06	0.00491	0.982
319.51027488708496	6	423.6361328022937	68.63844366047819	574.6321468628084	294.2507842543288	250.0	0.0	-7.8125e-07	0.0048920000000000005	0.9784
366.24794816970825	7	417.05853872633105	61.49337807677465	544.0072039574251	305.1166821441589	250.0	0.0	0.0	0.004874	0.9748
413.3786437511444	8	402.57183866742724	48.67282308316891	528.3835756242784	307.14528295104407	250.0	0.0	-1.3020833e-06	0.004856	0.9712
459.66029119491577	9	406.26667365277024	66.41568687972226	551.4977886677707	301.04898438368366	250.0	0.0	-4.0690106e-06	0.004838	0.9676
504.56885981559753	10	415.12075238794495	57.571666673684916	529.4282767363499	311.9816441364676	250.0	0.0	1.3020833e-06	0.0048200000000000005	0.964
550.2264711856842	11	426.41664978209286	58.97977062703708	545.0228043222921	339.86489743140737	250.0	0.0	3.7760417e-06	0.004802	0.9604
596.2821054458618	12	432.3199477424007	55.680339188383485	541.7104432670924	339.78209291479095	250.0	0.0	-3.6458334e-06	0.004784	0.9568
642.7457628250122	13	405.50246002185776	58.86113010435487	527.9777460565194	325.86757820550565	250.0	0.0	-3.125e-06	0.004766	0.9532
689.861457824707	14	439.3737204134613	70.2506853404222	554.8243658947263	319.7141268284587	250.0	0.0	-6.5104166e-07	0.0047480000000000005	0.9496
736.1891074180603	15	419.7200000403052	53.554180500200744	501.0972069012328	294.057803220688	250.0	0.0	-1.0416667e-06	0.00473	0.946
783.2177975177765	16	450.46916526817114	51.69463086747677	549.7443817269144	367.6915556343439	250.0	0.0	-6.510417e-08	0.004712	0.9424
830.2434871196747	17	421.89911008226886	59.02289473800005	526.8002096198638	283.1804332728482	250.0	0.0	8.4635417e-07	0.004694	0.9388
877.3161795139313	18	436.14568753185983	56.251560166982046	526.1550469531178	331.3262441169808	250.0	0.0	3.6458334e-06	0.0046760000000000005	0.9352
926.0729682445526	19	466.58440714074055	56.62468714855428	590.659220895798	373.1230842307401	250.0	0.0	1.0416667e-06	0.004658	0.9316
975.5557985305786	20	457.09949308872405	44.843099155191126	539.6226207429315	346.8463589893955	250.0	0.0	6.5104166e-07	0.00464	0.9279999999999999
1025.1856372356415	21	459.273034424598	65.04469899957704	619.0253486505619	339.6188289315835	250.0	0.0	-1.6927083e-06	0.004622	0.9244
1075.3455061912537	22	466.04996520893786	49.054630183435705	562.0472568584655	347.71610250285016	250.0	0.0	2.6692708e-06	0.0046040000000000005	0.9208000000000001
1124.83633685112	23	467.4574076109997	43.03739120343655	541.7596694643177	372.44933480434963	250.0	0.0	-1.0416667e-06	0.004586	0.9172
1175.0662097930908	24	439.2035313191735	49.862864218826324	541.6510747120911	300.26310371716465	250.0	0.0	-2.6041666e-06	0.004568	0.9136
1224.7180497646332	25	458.6425245977771	40.965457141716335	529.4727862369866	367.1919763574107	250.0	0.0	-2.34375e-06	0.00455	0.91
1271.1567058563232	26	458.3223928160827	62.16759924954239	587.3772017278714	349.9649316670081	250.0	0.0	-2.2135416e-06	0.0045320000000000004	0.9064
1316.8523194789886	27	455.9584171897815	66.09267910999246	561.3269419561723	325.7289065401462	250.0	0.0	-1.5625e-06	0.004514	0.9028
1362.7539451122284	28	461.14513710105194	54.31432585216037	588.0363040787909	358.9810911947394	250.0	0.0	1.953125e-06	0.004496	0.8992
1408.7105736732483	29	458.8825542580196	56.2929366669477	587.0526011669904	344.05868322191213	250.0	0.0	2.6041666e-06	0.004478	0.8956
1454.7382063865662	30	467.2625185166699	45.29531995230619	578.6862772862507	365.38037877861575	250.0	0.0	-2.6041667e-07	0.00446	0.892
1500.3848168849945	31	434.2382830768411	53.09539031049376	534.3176828742406	298.8227797904086	250.0	0.0	1.3020833e-07	0.004442	0.8884
1546.5764591693878	32	459.39526640868445	45.781111027204865	564.6478529478882	310.70990097678293	250.0	0.0	-1.0416667e-06	0.004424	0.8848
1592.9161095619202	33	463.3144315916383	41.11487741474968	574.376416709209	377.4027200123972	250.0	0.0	3.6458334e-06	0.004406	0.8812
