Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	Loss_critic	Learning_rate	Exploration
38.34219288825989	0	581.5701347805032	19.920882988828293	610.2350744659824	529.1733676970427	200.0	0.0	0.32362515	0.27277103	0.0005	1.0
76.10135269165039	1	585.5400149115428	48.474571961734924	738.6228286480135	518.4923216416761	200.0	0.0	0.34299186	0.3379023	0.0005	0.982
113.66650128364563	2	579.8372868779377	41.61509148177485	672.4449660392729	445.00251684800276	200.0	0.0	0.31382447	0.29902324	0.0005	0.964
151.5306670665741	3	582.7300588166851	22.322924236718332	641.5540525354666	549.5257229941467	200.0	0.0	0.32754484	0.26555765	0.0005	0.946
188.41377663612366	4	582.2823564497406	27.040056890330693	655.5591738980113	537.3381029128623	200.0	0.0	0.32450476	0.26074857	0.0005	0.9279999999999999
225.1238763332367	5	577.9940205519135	33.64999691046678	623.8702556038684	487.3421779271816	200.0	0.0	0.30222386	0.26293385	0.0005	0.91
261.82397532463074	6	583.0730378044871	19.84010865580761	621.5614940571129	537.2865081492546	200.0	0.0	0.32677385	0.23109399	0.0005	0.892
298.2020561695099	7	585.6558411568451	32.02234903319169	629.78953965266	494.7803205701678	200.0	0.0	0.33882666	0.25882107	0.0005	0.874
334.91015577316284	8	584.194036222674	23.459912421107184	621.3009594497388	548.9848020309948	200.0	0.0	0.33063146	0.25206423	0.0005	0.856
371.1622292995453	9	581.2422922574917	39.471618660907325	634.7482474273997	439.2505199556674	200.0	0.0	0.31497222	0.28909978	0.0005	0.838
408.00133633613586	10	581.4421432770412	26.883808823971442	657.7124169979695	518.9277116946512	200.0	0.0	0.31507525	0.26808667	0.0005	0.82
444.501424074173	11	572.9074099772185	37.55183510114523	638.2714924911667	467.31609785812987	200.0	0.0	0.27151334	0.2558434	0.0005	0.802
480.6394910812378	12	584.892680842275	22.493576860860703	626.9217662179587	529.1267994118698	200.0	0.0	0.33058625	0.24408004	0.0005	0.784
516.6895527839661	13	576.009923172224	21.58502802516881	608.0451159332282	525.2311089397392	200.0	0.0	0.285315	0.20505196	0.0005	0.766
553.097635269165	14	577.4227728031603	21.909200481839935	601.8202685975235	517.981752751223	200.0	0.0	0.29152954	0.23692325	0.0005	0.748
589.1316964626312	15	582.2203042184368	25.827237803296974	627.6212856935828	532.4920053160774	200.0	0.0	0.31468365	0.23496167	0.0005	0.73
624.9447445869446	16	572.9046686270865	33.60825752048879	627.766068142533	471.3606592767143	200.0	0.0	0.26726392	0.22599813	0.0005	0.712
661.0468096733093	17	584.8426032805053	19.670904910013057	616.7859174449513	537.4745180487868	200.0	0.0	0.3261308	0.227363	0.0005	0.694
697.092871427536	18	587.0751923197238	26.692226871134274	625.0658123657562	525.0146034055604	200.0	0.0	0.33645868	0.22881024	0.0005	0.6759999999999999
733.3189435005188	19	590.8612155133286	19.853625569044176	623.813953825699	558.628213508964	200.0	0.0	0.35451818	0.22595137	0.0005	0.6579999999999999
769.3850061893463	20	580.7535695690159	33.55350260050401	628.7184567170162	504.3546717095613	200.0	0.0	0.3030704	0.2521271	0.0005	0.6399999999999999
805.6390798091888	21	587.8451848698685	31.26721368548039	646.457230862417	523.8436588373684	200.0	0.0	0.3376244	0.27063984	0.0005	0.622
841.4781296253204	22	586.7633341629972	22.277032616483215	616.9789292223477	514.5748825837065	200.0	0.0	0.33130813	0.2681677	0.0005	0.604
877.8412096500397	23	590.5479341928651	32.15760206845079	648.0868762720522	527.6045393917441	200.0	0.0	0.3493147	0.25401172	0.0005	0.586
913.6822595596313	24	595.0519336177889	33.09029905114047	663.3452045289749	515.2515642053784	200.0	0.0	0.37090206	0.28190944	0.0005	0.5680000000000001
949.991336107254	25	575.9703840568227	33.47940608706062	640.9563920880004	519.8740746491569	200.0	0.0	0.2745295	0.25167906	0.0005	0.55
986.3634164333344	26	590.6487637513017	25.82634456028827	632.3852063203562	518.103978589055	200.0	0.0	0.34699634	0.248551	0.0005	0.532
1022.551486492157	27	581.4522529067283	44.01690932074009	632.7510702039178	488.24520030876636	200.0	0.0	0.30009708	0.2575771	0.0005	0.514
1058.6605517864227	28	572.5900615747179	40.616673309417386	642.667624637962	489.87357498777294	200.0	0.0	0.25488123	0.27305806	0.0005	0.4959999999999999
1095.1416382789612	29	580.0257624971794	50.4145001708817	660.0359656220498	473.01389111008245	200.0	0.0	0.29121026	0.30347013	0.0005	0.478
1131.281705379486	30	592.2508690386023	30.80853631662505	636.7606478770099	532.1845830759055	200.0	0.0	0.35151097	0.2741431	0.0005	0.45999999999999996
1167.9028000831604	31	606.3318572838632	27.55701947760273	694.0898666809571	560.709346923885	200.0	0.0	0.42105186	0.276282	0.0005	0.44199999999999995
1204.107871055603	32	579.7633351853376	34.26735715993185	632.8536872396488	500.5661428038327	200.0	0.0	0.28725064	0.25200456	0.0005	0.42399999999999993
1240.5379548072815	33	582.7919233039881	31.793300100659653	634.2643850277004	510.8950736005317	200.0	0.0	0.30144337	0.22931868	0.0005	0.4059999999999999
1276.7370250225067	34	582.1095122363405	28.728008782797225	630.6966243653236	516.3650217167094	200.0	0.0	0.29712617	0.23159301	0.0005	0.3879999999999999
1313.188110113144	35	573.9301789506333	45.80425908505322	663.2030918102712	488.4744534686867	200.0	0.0	0.25534832	0.28055292	0.0005	0.37
1349.6631963253021	36	588.75828293158	29.394436506291903	622.3629876271209	497.43179451052845	200.0	0.0	0.32865378	0.2516263	0.0005	0.352
1386.3432941436768	37	592.1313969351005	38.49862578650063	709.1937207987619	517.736702851345	200.0	0.0	0.3446771	0.25324693	0.0005	0.33399999999999996
1422.5963678359985	38	581.8776519000601	40.32152201670234	636.9745400622517	491.12858466044196	200.0	0.0	0.2925228	0.24664795	0.0005	0.31599999999999995
1460.9685626029968	39	580.385082707296	41.61137787516251	646.1749033675425	480.7549626192134	200.0	0.0	0.28417867	0.2431641	0.0005	0.29799999999999993
1497.8646728992462	40	596.6122194001626	16.779851821987084	624.020165401522	557.3567940241377	200.0	0.0	0.36446005	0.21668011	0.0005	0.2799999999999999
