Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss
15.133865594863892	0	41.89716032682809	6.506885093931036	52.57307396971777	29.233512761617042	20.0	0.0	18.860174
30.574748992919922	1	45.40941609881996	6.241601978389877	59.99165626480773	31.38785950402665	20.0	0.0	7.8201293e-07
44.9295699596405	2	41.33493588895747	5.724700989406422	58.99777956777768	33.3272776992734	20.0	0.0	-3.4332277e-07
59.21538710594177	3	45.776283232353315	6.390649260352042	54.5908788827166	31.283661952668968	20.0	0.0	3.671646e-07
73.65121245384216	4	44.193760568421425	6.539251014272086	54.69568575781606	31.117667804590823	20.0	0.0	2.479553e-07
88.03603553771973	5	44.51744669930445	6.726627622231413	54.07389665814163	29.482235118014664	20.0	0.0	1.0681152e-06
102.34085369110107	6	44.468130727168706	6.34986211224343	56.00365458720944	34.61103186859538	20.0	0.0	2.670288e-07
116.61467003822327	7	45.42309730463306	6.122238522544377	57.815492913392134	32.910266622088606	20.0	0.0	-2.479553e-07
130.85348439216614	8	46.36542302497217	5.887167401319555	58.82065616395989	35.19501826446263	20.0	0.0	-1.9073487e-07
145.30031085014343	9	47.317260282368935	5.054081558009348	57.380833607426666	36.21318005655498	20.0	0.0	-7.6293946e-07
160.51618099212646	10	47.853378608460226	6.026346882531187	59.71018164046491	36.44004129171394	20.0	0.0	8.392334e-07
175.61404466629028	11	46.18007676346604	5.16642576628784	57.2557446773569	34.02227327820113	20.0	0.0	-3.8146972e-08
190.6279034614563	12	46.0090172503531	4.861622580970294	57.28005135732184	38.33855165800802	20.0	0.0	2.479553e-07
205.78677034378052	13	44.781423768839694	6.4406826881598995	53.80718439020106	29.787011846892504	20.0	0.0	-5.912781e-07
220.55661511421204	14	45.4431509716392	6.3991141170697965	56.16386431702736	33.064484796675536	20.0	0.0	4.005432e-07
235.39746403694153	15	44.486983099609745	6.611187021634516	53.503878632161864	30.373653505625587	20.0	0.0	3.6239624e-07
249.96029686927795	16	45.45968643683366	4.634392322655273	53.034539220950975	32.875510893149716	20.0	0.0	3.8146973e-07
264.9871563911438	17	46.051835915990054	6.085652464337116	57.0004293830209	30.419170720719986	20.0	0.0	2.670288e-07
279.42298221588135	18	44.34444554813103	7.625361296864517	63.47145635648937	32.549626702973534	20.0	0.0	8.058548e-07
293.9148111343384	19	48.309119831184816	5.667241723649976	58.04104755979295	39.55107119676822	20.0	0.0	-4.959106e-07
308.34063601493835	20	45.96889699376273	5.301029868518654	55.44904290536081	37.53171405467114	20.0	0.0	-1.9073486e-08
322.7534604072571	21	45.01103738091063	6.852891640799362	60.53024853584527	32.78725013443303	20.0	0.0	1.14440915e-07
337.1932864189148	22	42.77735484887971	3.726625923249807	48.43508059164443	35.098052275037944	20.0	0.0	-2.7656554e-07
351.60911107063293	23	47.306009831306696	5.670915718387337	59.560077298454026	37.484723587671574	20.0	0.0	5.722046e-07
366.019935131073	24	46.84987137371711	6.794443476918269	54.94229265782086	28.649827344971392	20.0	0.0	-2.0980835e-07
380.49976348876953	25	46.44615007542172	8.035730569577092	69.39741896853054	29.70432314643484	20.0	0.0	-7.152558e-08
394.8715856075287	26	46.247771513408765	5.531951984529484	55.77427486275268	33.90061594572146	20.0	0.0	-3.4332277e-07
409.34641337394714	27	44.665530082297806	5.213196555431681	54.697464448543464	34.79232863759883	20.0	0.0	4.959106e-07
423.84724283218384	28	44.58130820801301	6.087575846712604	55.289722961060335	32.31567966439081	20.0	0.0	-6.1035155e-07
438.3400716781616	29	44.8766301076307	4.988957078806668	56.241620017854885	35.32987296814303	20.0	0.0	-6.294251e-07
452.76789712905884	30	44.21260045134877	5.747354529282604	56.154133628820915	36.65166705881085	20.0	0.0	5.865097e-07
