Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss
8.091462850570679	0	5.673923292400922	0.8855504480465655	7.602210413036383	4.1507946910308045	10.0	0.0	2.8964803
16.21192741394043	1	5.769872130547676	0.92860803566986	8.061645871001982	4.561356390471346	10.0	0.0	1.14440915e-07
23.8053617477417	2	5.113118316606309	0.9047110999859487	6.9853771126424835	3.6006999367543533	10.0	0.0	-4.529953e-08
31.449798822402954	3	5.254490826049628	0.8171208875802386	7.209087199721987	4.371767659513859	10.0	0.0	1.3589859e-07
39.20624256134033	4	5.632664027560203	0.5426326630964062	6.341756893823384	4.629951705313287	10.0	0.0	-8.583069e-08
46.64866805076599	5	4.943183758953632	0.8042994244019044	6.344563706209097	3.9253363203344547	10.0	0.0	-9.536743e-08
54.28810524940491	6	5.557184267431391	0.7852855118682329	6.819757751591365	4.548546937361683	10.0	0.0	3.8146972e-08
61.907541036605835	7	5.125959904246046	0.9161085730762423	6.559986941602311	3.569343662776559	10.0	0.0	1.14440915e-07
69.54497790336609	8	5.576722111312827	0.7388069760888122	6.732880318586086	4.517769852729621	10.0	0.0	1.3709068e-07
77.12541151046753	9	5.708719749532453	0.761590310244277	6.915948186233737	4.186812900541934	10.0	0.0	1.001358e-07
84.67984366416931	10	5.846943335321081	0.9788744923539713	7.189786681528647	4.035901920069855	10.0	0.0	-4.7683715e-09
92.42528676986694	11	5.601640764683866	0.47239999492164403	6.285989306525962	4.92107288491742	10.0	0.0	1.001358e-07
99.96471786499023	12	5.060881450450213	0.5631734792841936	5.841963262413271	4.079403511038823	10.0	0.0	1.3828277e-07
107.56715273857117	13	5.499290973766992	0.8380825457316596	7.141586651066169	3.7627308252694123	10.0	0.0	9.536743e-09
115.11858463287354	14	5.913002037157417	0.7103409703711447	6.792556712689629	4.6108246056678315	10.0	0.0	-1.4305114e-08
122.70101809501648	15	5.32416451219393	0.9696726775823737	7.055655243789451	4.021178078807173	10.0	0.0	-8.046627e-08
130.19844722747803	16	5.510086968908341	0.7980950060683311	6.646342915997252	4.09026437618418	10.0	0.0	5.9604645e-08
138.14590167999268	17	5.506053712219613	0.7619907075469462	7.281574953214125	4.0625976550511185	10.0	0.0	8.106232e-08
145.76333713531494	18	5.281620285567951	0.6653668940194891	6.190640925896534	4.232187051071973	10.0	0.0	1.14440915e-07
153.45377707481384	19	5.211254663386243	0.8484002742476268	6.339018902790458	3.3515854808134753	10.0	0.0	-1.14440915e-07
160.94420552253723	20	5.3359049493593975	0.8537246760717341	6.83017074350009	4.155263537056318	10.0	0.0	-1.4305115e-07
168.66764760017395	21	5.726595888238723	0.8523346753515195	6.964470416251288	4.612737661950177	10.0	0.0	-7.6293944e-08
176.27108216285706	22	5.380052213139127	0.5765642545697645	6.213615820389404	4.393332304887696	10.0	0.0	-1.4305115e-07
183.97752285003662	23	5.564732949436337	0.8732569953625118	7.10185417519293	4.465309047678396	10.0	0.0	-9.417534e-08
191.52695512771606	24	5.403389657360689	0.6652627331164873	6.719809140479527	4.714276324334182	10.0	0.0	2.8610229e-08
199.2443962097168	25	5.0750705540303604	0.7324769914342317	6.13809930000366	3.6134200649796377	10.0	0.0	1.14440915e-07
206.90583443641663	26	5.600907867928326	0.4581402196716656	6.741500582554554	5.172836465472034	10.0	0.0	-2.8610229e-08
214.5442714691162	27	5.463467047938216	0.8514241625657715	6.46318368924786	3.808593960599963	10.0	0.0	6.198883e-08
222.20870971679688	28	5.166163222869905	0.8903350035724826	6.845891975479087	4.213092517014111	10.0	0.0	-8.106232e-08
229.9611532688141	29	6.1072786610995475	0.7092469816867927	7.463585472761681	4.963731616767496	10.0	0.0	-5.7220458e-08
237.6285915374756	30	5.81808797145119	0.6482112053911604	6.781439279233822	4.909799802262024	10.0	0.0	-1.1205673e-07
245.29403018951416	31	6.037290417776445	0.5469669096383993	7.109386570319627	5.195236175363423	10.0	0.0	-1.07288365e-08
