Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss
14.822847604751587	0	40.4152688506274	7.004263202234492	55.648876236968945	30.061106779008355	20.0	0.0	18.208372
29.899709939956665	1	41.426124240245265	7.082331626368779	55.20886029233514	30.574097713557826	20.0	0.0	9.536743e-09
44.123523473739624	2	41.64248553132676	8.130843156128122	62.73782245817635	30.722038682828824	20.0	0.0	-1.7166138e-07
58.21832990646362	3	43.143209204015875	8.256998644129316	56.20706751293134	27.444884457299445	20.0	0.0	-9.536743e-07
72.25713276863098	4	40.77246884362602	6.694138717551317	53.4640754845548	28.116444269035878	20.0	0.0	7.05719e-07
86.29993605613708	5	44.89416790543432	7.506100287037622	56.67232441334361	30.652177316374445	20.0	0.0	-4.196167e-07
100.61675453186035	6	46.732214393521815	6.581329886573339	55.98525805160816	30.405415022215173	20.0	0.0	-3.8146972e-08
114.74356269836426	7	45.36628917485917	5.680060336175727	58.041299704399705	36.754238728781914	20.0	0.0	-2.670288e-07
128.83136868476868	8	46.029446087926	8.580950320570429	60.16910942406582	28.89184465953497	20.0	0.0	-9.155273e-07
142.82816910743713	9	46.640196951980705	8.084653225811643	60.53480566432798	32.840122318929254	20.0	0.0	6.67572e-07
156.8409707546234	10	45.922061700746546	6.9704814286581005	58.46377074723131	34.861969832040764	20.0	0.0	1.335144e-07
171.16778993606567	11	47.195746307262624	5.228423313845117	55.31096809264118	35.8938029690404	20.0	0.0	9.918213e-07
185.48660898208618	12	48.67216781390454	4.41733203916229	55.02334153354812	39.21870946785459	20.0	0.0	-1.5258789e-07
199.72342348098755	13	46.11077168715961	5.78173950884791	55.11877834813728	33.07540846070022	20.0	0.0	-7.6293944e-08
214.07424402236938	14	47.60985280384722	5.234251359891473	56.67110591502052	37.940900905946606	20.0	0.0	5.531311e-07
228.2040524482727	15	45.62954673636054	6.232977935376349	55.70241700269457	33.27957514804617	20.0	0.0	7.6293944e-08
242.36286234855652	16	48.97962936334486	4.69817582846386	60.32018701800135	40.53672826613196	20.0	0.0	-5.7220458e-08
256.5966763496399	17	48.72544937682334	5.548637280269883	59.52160712772324	38.07640567223761	20.0	0.0	4.7683717e-08
270.7034831047058	18	47.13775009053973	5.9870654648504145	58.22150328283575	38.624308726919246	20.0	0.0	-8.010864e-07
284.74228620529175	19	45.26590270543686	6.4547440706381805	54.044380529622735	35.550388639463215	20.0	0.0	-5.7220458e-08
298.8570935726166	20	49.45968386779784	6.021714097123821	58.41805680203159	36.21439470862263	20.0	0.0	-4.196167e-07
312.9569001197815	21	47.70023851640666	5.448712634411204	61.25209143190094	39.466890145138926	20.0	0.0	-1.7166138e-07
327.0557062625885	22	47.55510565433748	6.148672837355827	57.48552335683648	34.75214874577247	20.0	0.0	-3.4332277e-07
341.37552523612976	23	46.43716062554062	5.87439592750137	56.945271133213474	36.63806296438904	20.0	0.0	-6.4849854e-07
355.63034081459045	24	47.311737910124094	6.1206653982347765	60.612692458841394	38.64142683924676	20.0	0.0	-7.6293944e-08
369.94915986061096	25	49.862683176741946	5.676976507531642	59.0670801740812	37.28632127368732	20.0	0.0	-6.1035155e-07
384.24797773361206	26	50.94304174071061	6.804936793627794	62.87177549432027	36.31853878874105	20.0	0.0	3.8146972e-08
398.5147936344147	27	48.87608612855861	4.8436540508858	58.14309375483793	39.50603351700907	20.0	0.0	-3.528595e-07
412.7966105937958	28	50.152225672915264	5.61626287033826	58.273102852541626	41.26061509504301	20.0	0.0	-2.479553e-07
427.1514313220978	29	50.024276873096134	5.675368878340854	62.030176551811124	33.572387694843755	20.0	0.0	6.008148e-07
441.8652729988098	30	51.56228548674492	5.60002491002286	63.27286642627509	40.38156705015358	20.0	0.0	-6.7710874e-07
456.3951041698456	31	51.13879960026199	5.287180952934579	61.19631228063969	39.75280686507011	20.0	0.0	6.1035155e-07
470.82392954826355	32	49.00458363188788	6.170953625550161	58.099655588592675	36.63570785195327	20.0	0.0	-1.1634827e-06
485.1117467880249	33	52.289632780056216	4.157303534054837	61.915449915147484	42.37626688343254	20.0	0.0	-8.201599e-07
499.3505609035492	34	49.68379931095046	4.9080965795817715	61.364820962094996	42.450366891877216	20.0	0.0	7.6293944e-08
