Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	Loss_critic	Learning_rate	Exploration
25.942845582962036	0	174.19738937986412	7.781745076168998	189.81662954055395	159.64074640309818	50.0	0.0	74.225494	None	5e-05	1.0
51.26168990135193	1	177.65369132104848	6.647734488130717	190.89199457632498	162.9616669550493	50.0	0.0	-2.4414064e-07	None	6.8e-05	0.982
76.50253438949585	2	178.53577488067296	6.109611812703924	189.67230601544276	166.5288863482008	50.0	0.0	5.3710937e-06	None	8.6e-05	0.964
101.68097853660583	3	174.21376575924802	9.749305208520752	190.52199436727855	151.86358523559332	50.0	0.0	1.4648438e-06	None	0.00010400000000000001	0.946
126.85942268371582	4	172.5367978343408	8.595621590049115	190.13649875357623	155.6015242290802	50.0	0.0	-3.7841796e-06	None	0.00012200000000000001	0.9279999999999999
152.06906700134277	5	173.16547855073685	6.152343165274054	185.85636765547267	160.37646124521967	50.0	0.0	1.3427734e-06	None	0.00014000000000000001	0.91
177.153911113739	6	171.92894603189987	7.9342937976169745	193.3772919347038	159.67165146654156	50.0	0.0	2.5634765e-06	None	0.000158	0.892
202.1919550895691	7	173.86419095823055	9.012530068074584	189.01291966723053	159.5277973443768	50.0	0.0	-2.9296875e-06	None	0.000176	0.874
227.37039923667908	8	178.93532265469702	8.17190711323176	194.51976318870933	156.80213503691704	50.0	0.0	1.7089844e-06	None	0.000194	0.856
252.4708435535431	9	174.69453455249925	6.880003201806501	191.42049880296477	161.24885265893153	50.0	0.0	2.1972655e-06	None	0.00021199999999999998	0.838
278.72568941116333	10	178.17803737246845	9.382317883400109	196.1676755843201	157.15339875458616	50.0	0.0	1.7089844e-06	None	0.00023	0.82
303.9041337966919	11	175.38885378493907	8.43330856246142	191.59652434609092	157.3069708856901	50.0	0.0	-3.7841796e-06	None	0.000248	0.802
329.2073781490326	12	178.51103399728086	8.914935018746053	195.39526319899437	161.14129712102908	50.0	0.0	1.7089844e-06	None	0.000266	0.784
354.3075325489044	13	175.08148795579345	7.381645498017392	188.73663344343066	160.10844398487515	50.0	0.0	1.4648438e-06	None	0.000284	0.766
379.485976934433	14	174.29328887363994	8.81336522199952	196.61716709435143	157.28479969815325	50.0	0.0	-1.2207031e-06	None	0.000302	0.748
404.57082080841064	15	175.59319594503765	8.81558082131827	188.83120850592513	154.78436829330687	50.0	0.0	7.324219e-07	None	0.00032	0.73
429.7648651599884	16	180.8308824035937	8.842218594037158	201.96405545886614	171.97027971137754	50.0	0.0	-1.2207032e-07	None	0.00033800000000000003	0.712
454.8185091018677	17	179.451417752512	8.329595681010694	197.17721413668568	163.6346640562233	50.0	0.0	3.6621093e-06	None	0.00035600000000000003	0.694
479.9657533168793	18	177.05441057129067	8.619384471196051	194.03667118919645	163.4345930869314	50.0	0.0	-4.3792725e-06	None	0.000374	0.6759999999999999
505.14419770240784	19	176.7683132522045	8.177326716466391	188.03776450340897	159.20616504591106	50.0	0.0	4.272461e-07	None	0.00039200000000000004	0.6579999999999999
530.2290418148041	20	179.58302111068497	7.270606134614163	198.5734367273342	168.4235585706815	50.0	0.0	-4.0283203e-06	None	0.00041000000000000005	0.6399999999999999
555.2670855522156	21	175.53589607559098	8.989585565792078	190.05058303869023	154.79369664866985	50.0	0.0	-1.2207032e-07	None	0.000428	0.622
580.4611299037933	22	179.17268437791114	9.876036582555495	199.1376887130114	154.8508770890881	50.0	0.0	-2.6855469e-06	None	0.000446	0.604
605.4679737091064	23	173.0090839896313	7.808753405289389	189.75152418931634	158.68410133813808	50.0	0.0	-3.6621094e-07	None	0.000464	0.586
630.4592177867889	24	174.97055220870266	8.75503860033497	190.75943719650664	161.61497586338555	50.0	0.0	4.150391e-06	None	0.000482	0.5680000000000001
655.6688621044159	25	179.18823586106777	9.15321094054301	201.77861451815335	165.23868525782473	50.0	0.0	2.8076172e-06	None	0.0005	0.55
680.6445059776306	26	180.00688625709836	6.5485726683606345	193.47534466509558	168.72496510677504	50.0	0.0	-1.5563965e-06	None	0.0005	0.532
705.7293498516083	27	179.87750344768867	8.31892022628809	193.99502906171	165.66632465281643	50.0	0.0	1.7089844e-06	None	0.0005	0.514
730.73619389534	28	179.7325616933255	7.566998119633705	190.7113701832165	167.52227585966028	50.0	0.0	-2.0751954e-06	None	0.0005	0.4959999999999999
755.77423787117	29	175.43833475547268	8.532262973610694	193.05002258369655	161.05264548440283	50.0	0.0	1.0986328e-06	None	0.0005	0.478
780.7030816078186	30	178.89861634473846	7.966728046085205	195.8665800422565	167.12602690506304	50.0	0.0	-2.4871827e-06	None	0.0005	0.45999999999999996
805.7255256175995	31	177.16486567244965	9.501969432197418	198.14853588749278	156.3381026988652	50.0	0.0	2.3193359e-06	None	0.0005	0.44199999999999995
830.716769695282	32	181.45137526260817	7.240859395749606	193.63268093730653	163.3822448933179	50.0	0.0	-1.3427734e-06	None	0.0005	0.42399999999999993
855.7704133987427	33	178.36885742446037	7.773327961170625	194.22839795594052	161.06846174494342	50.0	0.0	-1.8920898e-06	None	0.0005	0.4059999999999999
880.9956576824188	34	180.2760711223954	7.855040038712116	194.2097716415048	159.506866961539	50.0	0.0	-3.0517577e-07	None	0.0005	0.3879999999999999
906.0337016582489	35	180.30811834156924	10.614047066955314	202.3042226789963	152.78722022180187	50.0	0.0	-1.3427734e-06	None	0.0005	0.37
